timestamp,wind_speed,rotor_rpm,generator_rpm,power_output,nacelle_temp,gearbox_oil_temp,pitch_angle,yaw_angle,status
2026-08-31T12:00:35Z,9.5,15.9,1912.4,1069.7,38.4,62.2,3.3,181.9,RUNNING
2026-08-31T12:00:36Z,9.3,15.6,1869.8,1039.1,38.4,62.4,3.4,181.6,RUNNING
2026-08-31T12:00:37Z,9.3,15.5,1857.9,1049.6,38.4,62.4,3.5,181.7,RUNNING
2026-08-31T12:00:38Z,9.1,15.3,1828.4,1006.5,38.4,62.3,3.4,181.8,RUNNING
2026-08-31T12:00:39Z,9.2,15.4,1852.7,1029.1,38.2,62.5,3.3,181.8,RUNNING
2026-08-31T12:00:40Z,9.7,16.8,2020.6,1145.5,38.3,62.5,3.1,181.8,RUNNING
2026-08-31T12:00:41Z,9.7,16.7,2006.1,1119.7,38.4,62.5,3.4,181.6,RUNNING
2026-08-31T12:00:42Z,9.2,15.9,1907.7,1019.0,38.2,62.3,3.4,181.6,RUNNING
2026-08-31T12:00:43Z,9.3,16.1,1936.1,1040.0,38.5,62.4,3.3,181.7,RUNNING
2026-08-31T12:00:44Z,9.8,16.5,1983.9,1151.8,38.2,62.4,3.5,181.6,RUNNING
2026-08-31T12:00:45Z,9.7,16.3,1961.7,1124.0,38.3,62.5,3.2,181.8,RUNNING
2026-08-31T12:00:46Z,9.1,15.7,1887.3,1000.2,38.3,62.3,3.4,181.8,RUNNING
2026-08-31T12:00:47Z,9.6,16.3,1950.7,1123.6,38.3,62.4,3.4,181.7,RUNNING
2026-08-31T12:00:48Z,9.4,15.9,1903.4,1062.6,38.5,62.5,3.4,181.8,RUNNING
2026-08-31T12:00:49Z,9.3,15.9,1903.0,1039.5,38.4,62.4,3.2,181.8,RUNNING
2026-08-31T12:00:50Z,9.4,15.9,1905.3,1081.9,38.2,62.4,3.4,181.6,RUNNING
2026-08-31T12:00:51Z,9.6,16.2,1946.8,1110.1,38.3,62.3,3.3,181.7,RUNNING
2026-08-31T12:00:52Z,9.3,15.7,1891.3,1016.8,38.3,62.5,3.2,181.8,RUNNING
2026-08-31T12:00:53Z,9.4,15.9,1910.5,1056.3,38.3,62.4,3.3,181.9,RUNNING
2026-08-31T12:00:54Z,9.2,15.9,1904.9,996.7,38.4,62.6,3.1,181.9,RUNNING
2026-08-31T12:00:55Z,9.5,16.5,1984.0,1107.6,38.5,62.5,3.4,181.8,RUNNING
2026-08-31T12:00:56Z,9.7,16.4,1977.2,1126.1,38.3,62.5,3.2,181.7,RUNNING
2026-08-31T12:00:57Z,9.6,16.3,1956.8,1094.2,38.3,62.4,3.1,181.7,RUNNING
2026-08-31T12:00:58Z,9.4,15.7,1882.7,1059.3,38.4,62.5,3.3,181.6,RUNNING
2026-08-31T12:00:59Z,9.2,15.5,1862.9,1036.5,38.5,62.6,3.3,181.9,RUNNING
2026-08-31T12:01:00Z,9.2,15.3,1835.2,1018.3,38.4,62.6,3.4,182.0,RUNNING
2026-08-31T12:01:01Z,9.3,15.8,1896.6,1023.7,38.4,62.6,3.2,181.6,RUNNING
2026-08-31T12:01:02Z,9.1,15.3,1836.5,987.4,38.4,62.5,3.3,181.6,RUNNING
2026-08-31T12:01:03Z,8.8,15.0,1797.7,923.8,38.3,62.5,3.0,181.8,RUNNING
2026-08-31T12:01:04Z,9.3,15.8,1895.9,1053.1,38.3,62.5,3.1,181.7,RUNNING
2026-08-31T12:01:05Z,9.5,16.0,1922.4,1084.4,38.6,62.4,3.2,181.9,RUNNING
2026-08-31T12:01:06Z,8.6,14.5,1733.3,900.4,38.5,62.6,3.2,181.7,RUNNING
2026-08-31T12:01:07Z,8.7,14.9,1786.1,897.8,38.3,62.4,3.3,182.0,RUNNING
2026-08-31T12:01:08Z,8.8,15.0,1806.1,919.5,38.5,62.6,3.3,181.7,RUNNING
2026-08-31T12:01:09Z,8.5,14.7,1766.5,879.4,38.5,62.5,3.0,182.0,RUNNING
2026-08-31T12:01:10Z,8.8,14.8,1775.8,914.1,38.3,62.7,3.3,182.0,RUNNING
2026-08-31T12:01:11Z,8.9,15.3,1832.7,939.6,38.4,62.6,3.3,182.0,RUNNING
2026-08-31T12:01:12Z,8.7,14.8,1776.9,919.2,38.6,62.4,3.1,182.0,RUNNING
2026-08-31T12:01:13Z,8.9,15.0,1803.2,960.6,38.6,62.5,3.1,181.7,RUNNING
2026-08-31T12:01:14Z,8.3,14.3,1719.5,844.4,38.3,62.7,3.2,181.8,RUNNING
2026-08-31T12:01:15Z,8.2,14.0,1681.3,807.7,38.5,62.7,3.2,181.9,RUNNING
2026-08-31T12:01:16Z,8.1,13.6,1634.9,782.1,38.5,62.6,3.2,181.9,RUNNING
2026-08-31T12:01:17Z,8.6,14.4,1735.3,871.6,38.4,62.5,3.0,181.7,RUNNING
2026-08-31T12:01:18Z,8.3,14.3,1712.5,821.7,38.6,62.6,3.1,182.0,RUNNING
2026-08-31T12:01:19Z,8.0,13.4,1609.0,768.1,38.5,62.5,3.0,181.7,RUNNING
2026-08-31T12:01:20Z,8.5,14.5,1744.4,860.4,38.6,62.6,3.3,181.9,RUNNING
2026-08-31T12:01:21Z,8.0,13.6,1633.5,763.0,38.6,62.6,3.3,181.9,RUNNING
2026-08-31T12:01:22Z,7.7,13.1,1565.8,692.1,38.6,62.5,3.1,181.8,RUNNING
2026-08-31T12:01:23Z,8.1,13.9,1668.5,784.4,38.5,62.7,3.1,181.9,RUNNING
2026-08-31T12:01:24Z,8.2,13.9,1666.0,816.0,38.4,62.5,3.2,182.1,RUNNING
2026-08-31T12:01:25Z,7.9,13.2,1581.0,733.7,38.5,62.5,2.9,181.9,RUNNING
2026-08-31T12:01:26Z,7.5,12.8,1539.6,667.1,38.6,62.6,3.2,182.1,RUNNING
2026-08-31T12:01:27Z,7.7,13.4,1606.8,717.8,38.6,62.5,3.2,182.1,RUNNING
2026-08-31T12:01:28Z,7.2,12.2,1467.6,632.8,38.6,62.7,3.0,181.8,RUNNING
2026-08-31T12:01:29Z,7.8,13.2,1589.0,715.5,38.4,62.5,2.9,181.9,RUNNING
2026-08-31T12:01:30Z,7.0,12.2,1469.9,594.6,38.6,62.5,3.3,182.1,RUNNING
2026-08-31T12:01:31Z,6.9,11.9,1426.2,576.2,38.5,62.6,3.3,181.8,RUNNING
2026-08-31T12:01:32Z,7.2,12.0,1433.9,613.7,38.4,62.7,3.2,182.1,RUNNING
2026-08-31T12:01:33Z,6.9,12.1,1449.8,578.6,38.4,62.7,3.1,181.9,RUNNING
2026-08-31T12:01:34Z,6.9,11.8,1422.5,583.4,38.4,62.6,3.1,181.9,RUNNING
2026-08-31T12:01:35Z,7.1,12.2,1468.7,603.3,38.5,62.7,3.1,182.1,RUNNING
2026-08-31T12:01:36Z,6.6,11.4,1371.6,507.2,38.5,62.5,3.0,182.0,RUNNING
2026-08-31T12:01:37Z,7.2,12.4,1491.0,604.5,38.6,62.6,3.2,181.9,RUNNING
2026-08-31T12:01:38Z,6.5,11.3,1356.3,500.4,38.6,62.6,3.1,181.9,RUNNING
2026-08-31T12:01:39Z,6.9,12.0,1433.4,581.5,38.5,62.7,3.1,182.1,RUNNING
2026-08-31T12:01:40Z,6.3,10.7,1281.7,498.8,38.5,62.6,3.1,181.8,RUNNING
2026-08-31T12:01:41Z,6.5,11.0,1325.3,499.1,38.5,62.5,3.0,182.0,RUNNING
2026-08-31T12:01:42Z,6.6,10.9,1312.2,526.0,38.5,62.7,3.2,181.9,RUNNING
2026-08-31T12:01:43Z,6.7,11.3,1354.8,533.2,38.6,62.6,3.1,182.1,RUNNING
2026-08-31T12:01:44Z,6.2,10.6,1268.5,461.9,38.5,62.7,3.2,181.8,RUNNING
2026-08-31T12:01:45Z,6.0,10.3,1238.1,441.7,38.5,62.5,3.3,182.1,RUNNING
2026-08-31T12:01:46Z,6.2,10.7,1291.4,450.4,38.6,62.7,2.9,182.0,RUNNING
2026-08-31T12:01:47Z,6.2,10.4,1249.2,460.3,38.5,62.7,3.3,181.9,RUNNING
2026-08-31T12:01:48Z,5.5,9.6,1147.5,363.3,38.5,62.7,3.0,182.0,RUNNING
2026-08-31T12:01:49Z,5.6,9.2,1106.7,374.0,38.4,62.6,3.0,182.1,RUNNING
2026-08-31T12:01:50Z,5.5,9.3,1109.7,378.8,38.4,62.6,3.3,182.0,RUNNING
2026-08-31T12:01:51Z,5.6,9.5,1140.3,367.6,38.4,62.5,3.0,182.1,RUNNING
2026-08-31T12:01:52Z,5.6,9.3,1122.6,377.5,38.6,62.6,3.3,181.9,RUNNING
2026-08-31T12:01:53Z,5.4,9.1,1099.4,351.7,38.5,62.7,3.0,182.0,RUNNING
2026-08-31T12:01:54Z,5.3,9.2,1103.6,332.6,38.5,62.6,3.2,182.0,RUNNING
2026-08-31T12:01:55Z,5.5,9.6,1154.3,379.4,38.5,62.6,3.2,181.9,RUNNING
2026-08-31T12:01:56Z,5.5,9.2,1096.1,374.1,38.5,62.7,3.0,181.8,RUNNING
2026-08-31T12:01:57Z,5.3,9.3,1115.4,330.5,38.6,62.6,3.3,182.0,RUNNING
2026-08-31T12:01:58Z,5.1,8.4,1015.7,300.4,38.5,62.7,3.3,182.1,RUNNING
2026-08-31T12:01:59Z,5.5,9.6,1150.2,376.7,38.4,62.6,3.0,182.0,RUNNING
2026-08-31T12:02:00Z,5.2,9.0,1079.5,343.4,38.3,62.7,3.0,181.9,RUNNING
2026-08-31T12:02:01Z,5.1,8.9,1068.3,299.5,38.4,62.5,3.3,182.2,RUNNING
2026-08-31T12:02:02Z,4.7,8.3,992.1,266.6,38.3,62.5,3.0,182.1,RUNNING
2026-08-31T12:02:03Z,5.1,8.8,1060.5,308.6,38.4,62.4,3.3,181.9,RUNNING
2026-08-31T12:02:04Z,4.9,8.3,997.3,274.0,38.6,62.6,3.1,182.0,RUNNING
2026-08-31T12:02:05Z,4.5,7.8,940.5,262.0,38.3,62.4,3.1,182.0,RUNNING
2026-08-31T12:02:06Z,5.1,8.6,1038.7,316.3,38.5,62.4,3.2,181.8,RUNNING
2026-08-31T12:02:07Z,4.5,7.7,914.7,249.0,38.5,62.5,3.1,181.9,RUNNING
2026-08-31T12:02:08Z,4.5,7.8,934.2,249.7,38.3,62.4,3.1,181.8,RUNNING
2026-08-31T12:02:09Z,4.8,7.9,948.0,289.6,38.3,62.4,3.1,181.9,RUNNING
2026-08-31T12:02:10Z,4.9,8.3,998.0,284.0,38.3,62.5,3.3,182.0,RUNNING
2026-08-31T12:02:11Z,5.0,8.2,990.8,311.5,38.5,62.4,3.2,182.0,RUNNING
2026-08-31T12:02:12Z,4.6,7.8,934.0,254.1,38.3,62.5,3.4,181.8,RUNNING
2026-08-31T12:02:13Z,4.2,7.1,852.0,218.1,38.4,62.5,3.2,182.2,RUNNING
2026-08-31T12:02:14Z,4.7,7.7,923.7,271.1,38.5,62.4,3.3,182.1,RUNNING
2026-08-31T12:02:15Z,4.5,7.5,900.4,243.5,38.4,62.5,3.2,181.8,RUNNING
2026-08-31T12:02:16Z,4.4,7.3,884.9,223.5,38.3,62.5,3.4,181.8,RUNNING
2026-08-31T12:02:17Z,4.8,8.2,979.2,275.6,38.3,62.5,3.2,181.8,RUNNING
2026-08-31T12:02:18Z,4.7,8.2,990.8,280.9,38.4,62.4,3.3,181.9,RUNNING
2026-08-31T12:02:19Z,4.6,7.7,921.4,268.0,38.4,62.5,3.2,182.1,RUNNING
2026-08-31T12:02:20Z,4.8,8.4,1012.2,277.4,38.5,62.5,3.3,181.8,RUNNING
2026-08-31T12:02:21Z,4.3,7.1,859.1,217.6,38.5,62.4,3.2,181.8,RUNNING
2026-08-31T12:02:22Z,4.4,7.3,877.5,220.5,38.3,62.4,3.4,181.9,RUNNING
2026-08-31T12:02:23Z,4.4,7.6,916.3,234.3,38.2,62.4,3.1,181.8,RUNNING
2026-08-31T12:02:24Z,4.6,7.8,933.6,258.9,38.4,62.3,3.3,181.9,RUNNING
2026-08-31T12:02:25Z,4.5,7.5,896.5,238.5,38.3,62.4,3.3,181.8,RUNNING
2026-08-31T12:02:26Z,4.1,6.9,826.5,194.4,38.2,62.5,3.2,181.9,RUNNING
2026-08-31T12:02:27Z,4.3,7.2,867.4,220.3,38.2,62.5,3.4,182.1,RUNNING
2026-08-31T12:02:28Z,4.2,6.8,825.3,222.0,38.4,62.4,3.3,182.0,RUNNING
2026-08-31T12:02:29Z,4.3,7.0,835.3,228.1,38.4,62.2,3.3,182.1,RUNNING
2026-08-31T12:02:30Z,4.9,8.1,977.6,286.3,38.3,62.3,3.3,181.9,RUNNING
2026-08-31T12:02:31Z,4.4,7.4,886.8,228.6,38.4,62.4,3.5,181.9,RUNNING
2026-08-31T12:02:32Z,4.9,8.2,978.6,279.9,38.3,62.2,3.3,182.1,RUNNING
2026-08-31T12:02:33Z,4.9,8.3,1002.5,296.4,38.3,62.4,3.3,182.2,RUNNING
2026-08-31T12:02:34Z,4.8,8.4,1010.3,268.1,38.2,62.3,3.1,182.0,RUNNING
2026-08-31T12:02:35Z,4.4,7.5,895.9,230.7,38.1,62.4,3.1,182.1,RUNNING
2026-08-31T12:02:36Z,5.1,8.7,1043.8,308.0,38.4,62.3,3.3,182.1,RUNNING
2026-08-31T12:02:37Z,5.1,8.7,1045.4,308.9,38.1,62.4,3.2,181.8,RUNNING
2026-08-31T12:02:38Z,4.7,8.2,984.3,260.8,38.2,62.3,3.2,182.0,RUNNING
2026-08-31T12:02:39Z,4.6,7.8,936.5,256.3,38.3,62.3,3.2,182.0,RUNNING
2026-08-31T12:02:40Z,4.6,7.6,914.9,249.6,38.4,62.4,3.4,182.1,RUNNING
2026-08-31T12:02:41Z,4.9,8.4,998.5,281.6,38.2,62.3,3.5,182.1,RUNNING
2026-08-31T12:02:42Z,5.4,9.1,1090.4,361.1,38.3,62.3,3.4,182.1,RUNNING
2026-08-31T12:02:43Z,5.3,9.0,1078.5,331.0,38.1,62.2,3.2,181.9,RUNNING
2026-08-31T12:02:44Z,5.5,9.4,1125.7,356.9,38.1,62.3,3.1,182.1,RUNNING
2026-08-31T12:02:45Z,5.5,9.6,1145.9,358.7,38.2,62.1,3.4,181.8,RUNNING
2026-08-31T12:02:46Z,5.6,9.6,1157.1,361.1,38.2,62.1,3.3,181.9,RUNNING
2026-08-31T12:02:47Z,5.3,8.9,1070.9,337.3,38.3,62.2,3.3,181.9,RUNNING
2026-08-31T12:02:48Z,5.7,9.6,1155.7,403.0,38.1,62.2,3.3,181.9,RUNNING
2026-08-31T12:02:49Z,5.9,10.2,1221.3,401.3,38.3,62.2,3.2,182.0,RUNNING
2026-08-31T12:02:50Z,5.2,9.1,1096.7,322.6,38.3,62.1,3.4,181.9,RUNNING
2026-08-31T12:02:51Z,5.6,9.7,1166.3,371.3,38.0,62.2,3.2,181.8,RUNNING
2026-08-31T12:02:52Z,5.5,9.6,1152.7,346.5,38.2,62.3,3.4,182.1,RUNNING
2026-08-31T12:02:53Z,5.5,9.2,1104.9,365.6,38.1,62.0,3.1,182.1,RUNNING
2026-08-31T12:02:54Z,5.5,9.2,1108.2,364.7,38.0,62.1,3.4,182.0,RUNNING
2026-08-31T12:02:55Z,5.8,9.5,1140.4,406.1,38.2,62.2,3.2,181.8,RUNNING
2026-08-31T12:02:56Z,5.6,9.5,1141.3,365.9,38.0,62.1,3.2,182.0,RUNNING
2026-08-31T12:02:57Z,6.2,10.3,1239.1,447.8,38.2,62.1,3.3,182.0,RUNNING
2026-08-31T12:02:58Z,6.1,10.3,1234.5,454.5,38.2,62.1,3.2,181.8,RUNNING
2026-08-31T12:02:59Z,6.4,11.0,1319.2,499.8,38.1,62.2,3.2,181.8,RUNNING
